start_station_name,member_casual,rides_total,avg_trip_duration,max_trip_duration,min_trip_duration
California Ave & North Ave,casual,1580,16.69240506329114,874,1
Wood St & Hubbard St,casual,1569,17.117272147864885,972,1
Clybourn Ave & Division St,casual,1563,14.423544465770952,778,1
Halsted St & North Branch St,member,1561,12.80269058295964,1037,1
Racine Ave & Randolph St,casual,1549,17.14783731439638,1113,1
Blackstone Ave & Hyde Park Blvd,casual,1546,29.258085381630007,1192,1
California Ave & Byron St,member,1543,17.15230071289696,227,1
Racine Ave & Washington Blvd,casual,1539,14.914879792072776,894,1
Chicago Ave & Washington St,member,1529,15.358404185742316,195,1
Racine Ave & 35th St,member,1521,13.809993425378039,77,1
Damen Ave & Cullerton St,member,1521,13.641025641025639,137,1
Wilton Ave & Diversey Pkwy*,member,1515,9.2653465346534656,1173,1
Wentworth Ave & 35th St,member,1507,10.392169873921699,352,1
Wabash Ave & Cermak Rd,casual,1504,24.496010638297875,1245,1
Wallace St & 35th St,member,1501,9.7981345769487,610,1
Kosciuszko Park,member,1497,14.728790915163659,149,1
Racine Ave & Congress Pkwy,casual,1494,16.35542168674699,1411,1
Fort Dearborn Dr & 31st St*,casual,1493,40.227729403884794,1422,1
Avondale Ave & Irving Park Rd,member,1488,14.938844086021506,885,1
Larrabee St & Menomonee St,casual,1487,17.56960322797579,1124,1
Troy St & North Ave,member,1481,17.7812288993923,872,1
Hampden Ct & Diversey Ave,casual,1476,11.939024390243903,120,1
Damen Ave & Melrose Ave,casual,1470,19.072789115646263,907,1
Lincoln Ave & Addison St,casual,1466,18.334924965893592,1295,1
Paulina St & Montrose Ave,casual,1464,19.342896174863384,1145,1
Manor Ave & Leland Ave,member,1452,14.993801652892561,1319,1
Central Park Ave & Bloomingdale Ave,member,1443,19.969507969507969,180,1
State St & 33rd St,casual,1442,18.771151178918171,1237,1
Halsted St & 18th St,casual,1431,21.097134870719778,1174,1
Bernard St & Elston Ave,member,1431,15.794549266247383,97,1
Loomis St & Jackson Blvd,casual,1431,19.039832285115306,869,1
California Ave & Altgeld St,casual,1427,17.444288717589348,599,1
Throop St & Taylor St,casual,1425,15.908070175438594,425,1
Avers Ave & Belmont Ave,member,1424,16.7001404494382,755,1
Lincoln Ave & Waveland Ave,casual,1415,16.180918727915195,717,1
Troy St & North Ave,casual,1404,20.337606837606838,1190,1
Damen Ave & Sunnyside Ave,casual,1393,18.094759511844938,1227,1
Lincoln Ave & Melrose St,casual,1386,15.222943722943725,479,1
Glenwood Ave & Morse Ave,casual,1377,21.426289034132175,1243,1
Kedzie Ave & Leland Ave,member,1376,14.494912790697677,1020,1
Albany Ave & Montrose Ave,member,1376,16.367732558139537,486,1
Francisco Ave & Foster Ave,member,1374,15.20014556040757,1075,1
Clark St & Elmdale Ave,casual,1364,21.043988269794724,1075,1
Noble St & Milwaukee Ave (Temp),member,1361,12.382072005878033,1239,1
Chicago Ave & Washington St,casual,1342,28.58792846497764,1255,1
W Oakdale Ave & N Broadway,casual,1340,11.85820895522388,113,1
Wolcott Ave & Polk St,casual,1337,14.338818249813013,373,1
Greenview Ave & Jarvis Ave,casual,1335,15.423970037453184,608,1
Damen Ave & Madison St,casual,1333,20.551387846961742,1201,1
Richmond St & Diversey Ave,casual,1328,16.821536144578314,263,1
Paulina St & 18th St,casual,1325,18.897358490566042,1182,1
Campbell Ave & Fullerton Ave,casual,1321,19.188493565480695,1094,1
Lincoln Ave & Belmont Ave (Temp),casual,1320,17.775757575757577,930,1
Malcolm X College,member,1307,14.886763580719203,77,1
Smith Park,member,1305,14.898084291187736,147,1
Paulina St & Flournoy St,casual,1301,15.113758647194464,158,1
N Paulina St & Lincoln Ave,member,1297,9.6268311488049338,64,1
St. Louis Ave & Fullerton Ave,casual,1292,19.839009287925691,1120,1
Ashland Ave & Belle Plaine Ave,casual,1286,15.261275272161742,649,1
Wood St & Webster Ave,casual,1279,15.69429241594996,272,1
Cherry Ave & Blackhawk St,member,1275,10.88,121,1
N Sheffield Ave & W Wellington Ave,member,1274,9.2488226059654632,61,1
Glenwood Ave & Touhy Ave,member,1273,15.934799685781616,1423,1
Leavitt St & Addison St,casual,1269,20.750197005516149,1343,1
Drexel Ave & 60th St,member,1256,8.2117834394904463,109,1
Kimball Ave & Belmont Ave,casual,1253,18.594573024740619,1085,1
Lake Park Ave & 35th St,casual,1237,44.704931285367806,1347,1
Sheridan Rd & Greenleaf Ave,member,1237,15.755052546483427,269,1
Talman Ave & Addison St,casual,1229,18.5720097640358,1203,1
California Ave & Montrose Ave,casual,1223,25.979558462796398,1106,1
MTV Hubbard St,member,1215,11.230452674897119,69,1
Clark St & Schreiber Ave,casual,1213,19.325638911788946,1189,1
California Ave & Fletcher St,casual,1200,21.855833333333333,1433,1
State St & 19th St,casual,1192,25.614093959731537,688,1
Monticello Ave & Irving Park Rd,member,1172,14.661262798634812,194,1
Lincoln Ave & Byron St,casual,1159,16.403796376186367,1227,1
Lake Park Ave & 47th St,member,1157,19.41659464131374,459,1
Winchester (Ravenswood) Ave & Balmoral Ave,member,1157,13.841832324978393,95,1
Wells St & 19th St,casual,1151,27.981754995655955,1379,1
Western Ave & Lunt Ave,member,1147,15.078465562336532,904,1
Drake Ave & Addison St,member,1144,16.509615384615387,112,1
Rockwell St & Fletcher St,member,1139,12.905179982440737,68,1
Central Park Ave & Elbridge Ave,casual,1138,17.809314586994727,820,1
Claremont Ave & Hirsch St,casual,1124,15.237544483985765,995,1
Central Park Ave & Bloomingdale Ave,casual,1121,30.682426404995539,850,1
Western Ave & 21st St,member,1117,15.142345568487018,73,1
Morgan St & 31st St,casual,1116,21.473118279569896,947,1
Leavitt St & Lawrence Ave,casual,1112,20.852517985611513,1335,1
Clinton St & 18th St,casual,1111,18.227722772277225,991,1
Harper Ave & 59th St,casual,1103,25.486854034451497,1183,1
Elston Ave & Wabansia Ave,casual,1103,17.574796010879417,1038,1
Winchester Ave & Elston Ave,casual,1103,16.497733454215773,205,1
W Armitage Ave & N Sheffield Ave,casual,1098,11.040983606557377,118,1
University Library (NU),casual,1093,27.867337602927723,1269,1
Kosciuszko Park,casual,1092,21.532051282051281,1289,1
Campbell Ave & Augusta Blvd,member,1086,12.827808471454881,70,1
Sheridan Rd & Columbia Ave,casual,1084,29.712177121771223,191,1
Blackstone Ave & 59th St,casual,1083,12.732225300092335,1171,1
Halsted St & Archer Ave,casual,1080,15.924074074074074,1225,1
Emerald Ave & 31st St,casual,1072,17.189365671641792,388,1
Eastlake Ter & Howard St,member,1068,14.784644194756559,1070,1
MLK Jr Dr & Pershing Rd,member,1066,13.706378986866792,468,1
Ashland Ave & Archer Ave,member,1060,11.181132075471698,594,1
Avondale Ave & Irving Park Rd,casual,1058,19.84782608695652,1424,1
Morgan Ave & 14th Pl,casual,1049,16.02478551000954,816,1
Damen Ave & Wabansia Ave,casual,1030,13.978640776699029,91,1
Cottage Grove Ave & 63rd St,member,1010,16.218811881188117,540,1
Elston Ave & George St,member,1008,13.75,95,1
Ravenswood Ave & Berteau Ave,casual,1008,17.555555555555557,1004,1
Damen Ave & Walnut (Lake) St,casual,1006,16.220675944333998,1427,1
Hermitage Ave & Polk St,casual,1004,17.945219123505971,1247,1
Rockwell St & Eastwood Ave,casual,997,15.293881644934807,629,1
Paulina St & Howard St,casual,996,14.668674698795179,223,1
Cottage Grove Ave & 47th St,member,990,14.363636363636362,446,1
Knox Ave & Montrose Ave,member,985,18.38071065989848,1433,1
Christiana Ave & Lawrence Ave,member,984,15.930894308943087,1426,1
Woodlawn Ave & Lake Park Ave,member,983,13.836215666327567,479,1
Avers Ave & Belmont Ave,casual,981,22.454638124362898,842,1
State St & 35th St,casual,979,23.281920326864146,1214,1
Western Ave & Roscoe St,casual,970,17.719587628865984,765,1
Wentworth Ave & 35th St,casual,960,21.935416666666665,1328,1
Laflin St & Cullerton St,casual,958,17.648225469728608,1268,1
N Damen Ave & W Chicago Ave,member,958,11.525052192066806,200,1
Cottage Grove Ave & 51st St,member,949,18.99157007376186,479,1
N Southport Ave & W Newport Ave,member,949,9.88935721812434,118,1
Western Ave & Fillmore St,casual,943,15.034994697773062,1351,1
California Ave & Byron St,casual,941,19.821466524973435,496,1
Canal St & Harrison St,casual,936,17.028846153846153,1023,1
Clark St & Jarvis Ave,member,935,12.752941176470587,1002,1
Ogden Ave & Congress Pkwy,casual,935,18.112299465240643,1338,1
W Washington Blvd & N Peoria St,member,935,10.382887700534758,230,1
Wentworth Ave & 24th St,member,932,13.364806866952788,111,1
Campbell Ave & Montrose Ave,casual,929,15.666307857911734,238,1
Racine Ave & 13th St,member,924,10.758658008658008,1121,1
Buckingham Fountain,member,923,17.47670639219935,229,1
State St & 29th St,member,922,21.185466377440346,1275,1
Normal Ave & Archer Ave,member,909,12.240924092409241,83,1
Cherry Ave & Blackhawk St,casual,907,12.210584343991181,147,1
Spaulding Ave & Division St,member,907,15.690187431091513,243,1
Racine Ave & 15th St,casual,884,19.222850678733032,917,1
Loomis St & Archer Ave,member,883,13.490373725934313,139,1
Calumet Ave & 33rd St,casual,881,19.767309875141883,1247,1
Troy St & Elston Ave,casual,880,18.389772727272728,807,1
Spaulding Ave & Division St,casual,878,16.03986332574032,304,1
Rockwell St & Fletcher St,casual,877,14.970353477765109,177,1
Lake Park Ave & 47th St,casual,866,34.752886836027713,1262,1
Halsted St & North Branch St,casual,864,17.11574074074074,1369,1
Clark St & Columbia Ave,casual,848,15.056603773584909,1088,1
Campbell Ave & Augusta Blvd,casual,847,12.981109799291618,110,1
Wells St & 19th St,member,842,17.041567695961994,381,1
Halsted St & 21st St,casual,841,15.287752675386443,250,1
Warren Park West,member,840,18.771428571428569,238,1
Wood St & Taylor St (Temp),casual,840,14.282142857142858,716,1
Western Ave & Granville Ave,member,840,17.18809523809524,405,1
Western Ave & Congress Pkwy,casual,838,26.035799522673027,1035,1
Western Ave & Howard St,member,835,14.238323353293413,641,1
Glenwood Ave & Touhy Ave,casual,835,15.477844311377245,350,1
Kedzie Ave & Foster Ave,member,834,15.085131894484411,210,1
Clark St & Touhy Ave,member,829,11.622436670687575,86,1
Washtenaw Ave & Lawrence Ave,casual,821,22.99878197320341,1141,1
Halsted St & 35th St,casual,817,21.182374541003675,371,1
Lincoln Ave & Winona St,casual,817,18.987760097919217,533,1
South Shore Dr & 67th St,member,817,25.634026927784571,110,1
Damen Ave & Cullerton St,casual,811,19.731196054254006,484,1
Wentworth Ave & 33rd St,casual,807,17.107806691449813,1426,1
Oakley Ave & Irving Park Rd,casual,807,17.744733581164805,1224,1
Drake Ave & Montrose Ave,member,805,15.198757763975154,340,1
Wood St & 35th St,member,803,14.910336239103362,879,1
May St & Cullerton St,casual,801,16.707865168539325,319,1
Christiana Ave & Lawrence Ave,casual,801,19.840199750312113,1046,1
Wilton Ave & Diversey Pkwy*,casual,798,10.373433583959901,89,1
Hoyne Ave & Balmoral Ave,casual,794,17.279596977329973,181,1
N Sheffield Ave & W Wellington Ave,casual,793,10.324085750315257,161,1
Bosworth Ave & Howard St,member,791,12.859671302149176,155,1
Francisco Ave & Montrose Ave,member,781,12.426376440460949,65,1
Shields Ave & 31st St,casual,776,17.050257731958762,755,1
Evanston Civic Center,member,774,11.859173126614989,221,1
Western Ave & Grace St,member,774,13.162790697674417,115,1
St. Louis Ave & Balmoral Ave,member,759,18.644268774703558,199,1
Sheridan Rd & Greenleaf Ave,casual,746,31.995978552278817,1188,1
Malcolm X College,casual,737,33.713704206241516,1208,1
Indiana Ave & 26th St,casual,737,25.967435549525103,1265,1
Ashland Ave & Archer Ave,casual,733,15.317871759890854,880,1
Rhodes Ave & 32nd St,casual,729,37.880658436213992,1076,1
Cottage Grove Ave & 43rd St,member,728,13.046703296703297,479,1
Drake Ave & Addison St,casual,726,15.161157024793386,867,1
Sawyer Ave & Irving Park Rd,member,726,15.079889807162534,279,1
Troy St & Grace St,member,724,11.828729281767957,46,1
Leavitt St & Archer Ave,member,723,12.843706777316735,80,1
Smith Park,casual,714,17.910364145658264,318,1
Prairie Ave & Garfield Blvd,member,699,9.088698140200286,89,1
Kedzie Ave & Leland Ave,casual,692,19.835260115606939,284,1
Indiana Ave & 31st St,casual,690,27.526086956521738,1361,1
N Carpenter St & W Lake St,casual,690,11.091304347826087,88,1
Greenwood Ave & 47th St,casual,684,29.125730994152054,1350,1
Milwaukee Ave & Cuyler Ave,member,680,15.58970588235294,104,1
Dorchester Ave & 49th St,member,678,23.259587020648969,1439,1
Monticello Ave & Irving Park Rd,casual,678,19.61799410029499,497,1
Woodlawn Ave & 58th St,casual,677,14.968980797636632,258,1
Wallace St & 35th St,casual,673,20.368499257057948,1165,1
Albany Ave & Montrose Ave,casual,670,16.373134328358208,186,1
N Shore Channel Trail & Argyle St,member,664,12.707831325301203,115,1
Francisco Ave & Foster Ave,casual,660,20.707575757575757,233,1
Winchester (Ravenswood) Ave & Balmoral Ave,casual,658,16.995440729483285,261,1
Calumet Ave & 51st St,member,653,22.996937212863706,478,1
Kedzie Ave & George St,member,652,12.906441717791411,59,1
N Southport Ave & W Newport Ave,casual,651,11.38095238095238,99,1
Western Ave & Gunnison St,member,648,11.566358024691358,91,1
Central Park Ave & North Ave,casual,647,30.993817619783616,1038,1
Noble St & Milwaukee Ave (Temp),casual,641,14.422776911076443,226,1
Wentworth Ave & 24th St,casual,640,30.162499999999998,711,1
Evanston Civic Center,casual,638,23.004702194357364,904,1
Eastlake Ter & Howard St,casual,635,21.962204724409453,726,1
Central St Metra,casual,634,21.588328075709782,395,1
Clinton St & Polk St,member,633,12.069510268562404,167,1
Sawyer Ave & Irving Park Rd,casual,631,23.071315372424724,860,1
Western Ave & Berteau Ave,member,630,11.284126984126985,186,1
Dorchester Ave & 63rd St,member,625,14.2544,342,1
Kedzie Ave & Bryn Mawr Ave,member,620,15.24516129032258,89,1
Keystone Ave & Fullerton Ave,member,611,12.415711947626841,87,1
Keystone Ave & Montrose Ave,member,610,15.729508196721312,163,1
Western Ave & Grace St,casual,608,13.680921052631581,102,1
63rd St Beach,casual,607,48.1828665568369,916,1
Western Ave & Monroe St,casual,606,25.17326732673267,1306,1
California Ave & Lake St,casual,595,21.878991596638656,436,1
South Shore Dr & 71st St,casual,593,42.49747048903879,647,1
N Paulina St & Lincoln Ave,casual,592,13.29222972972973,148,1
Western Ave & 21st St,casual,584,15.767123287671234,327,1
Western Ave & Lunt Ave,casual,584,13.731164383561646,189,1
Kildare Ave & Montrose Ave,member,581,18.056798623063681,277,1
Calumet Ave & 35th St,casual,580,28.577586206896559,1285,1
South Shore Dr & 71st St,member,577,25.119584055459278,296,1
Knox Ave & Montrose Ave,casual,573,21.3804537521815,1221,1
Emerald Ave & 28th St,casual,571,26.092819614711036,1073,1
Woodlawn Ave & Lake Park Ave,casual,571,30.784588441330992,505,1
University Ave & 59th St,casual,568,16.774647887323944,1379,1
Manor Ave & Leland Ave,casual,567,18.322751322751319,257,1
Prairie Ave & Garfield Blvd,casual,563,21.570159857904084,1067,1
Ridge Blvd & Howard St,member,562,12.836298932384341,1007,1
Cottage Grove Ave & Oakwood Blvd,casual,561,48.713012477718365,1193,1
Francisco Ave & Chicago Ave,member,556,13.410071942446043,80,1
Elston Ave & George St,casual,552,16.715579710144926,330,1
Warren Park East,member,544,13.878676470588234,104,1
Central St & Girard Ave,member,544,15.40625,89,1
Central Park Ave & North Ave,member,540,16.207407407407405,227,1
Elmwood Ave & Austin St,member,539,16.987012987012985,151,1
Washtenaw Ave & Polk St,member,537,8.1973929236499075,127,1
Clinton St & Polk St,casual,534,22.365168539325847,1222,1
Kedzie Ave & 48th Pl,casual,534,8.7041198501872685,93,1
California Ave & Winona St,member,533,13.523452157598499,79,1
Leavitt St & Archer Ave,casual,524,21.841603053435112,1025,1
Cottage Grove Ave & 51st St,casual,520,20.123076923076926,289,1
Ridge Blvd & Touhy Ave,member,515,12.611650485436893,105,1
Kedzie Ave & Foster Ave,casual,514,25.254863813229573,838,1
Keystone Ave & Fullerton Ave,casual,510,19.96078431372549,754,1
Kedzie Ave & Lake St,member,506,13.950592885375492,479,1
Oakley Ave & Touhy Ave,member,506,12.60671936758893,109,1
Elston Ave & Henderson St,member,501,14.780439121756487,54,1
California Ave & Lake St,member,498,19.134538152610439,1171,1
California Ave & Francis Pl (Temp),member,496,12.116935483870966,89,1
Central St & Girard Ave,casual,495,26.250505050505048,733,1
Francisco Ave & Montrose Ave,casual,495,13.05050505050505,111,1
Budlong Woods Library,member,482,13.827800829875519,70,1
Drake Ave & Montrose Ave,casual,480,22.675,1121,1
Central St Metra,member,476,17.403361344537817,488,1
Dodge Ave & Church St,casual,474,12.470464135021098,272,1
Prairie Ave & 43rd St,member,466,10.30472103004292,95,1
Kedzie Ave & George St,casual,464,14.101293103448278,407,1
Elston Ave & Henderson St,casual,463,15.511879049676027,99,1
Central Park Ave & Ogden Ave,casual,462,16.616883116883116,659,1
Drexel Ave & 60th St,casual,459,14.845315904139435,167,1
Cottage Grove Ave & Oakwood Blvd,member,459,19.529411764705877,450,1
DuSable Museum,member,456,13.432017543859651,192,1
Sacramento Blvd & Addison St,casual,450,12.848888888888887,158,1
2112 W Peterson Ave,member,449,14.714922048997774,98,1
MLK Jr Dr & Pershing Rd,casual,448,26.136160714285712,270,1
South Shore Dr & 67th St,casual,445,49.53932584269662,995,1
Ashland Ave & 13th St,casual,443,24.282167042889395,1383,1
Kedzie Ave & Chicago Ave,member,441,17.013605442176875,164,1
Troy St & Grace St,casual,437,14.22654462242563,479,1
Dodge Ave & Church St,member,434,13.165898617511521,134,1
Loomis St & Archer Ave,casual,434,17.147465437788018,161,1
California Ave & 21st St,member,433,17.200923787528872,634,1
Prairie Ave & 43rd St,casual,428,29.306074766355138,1372,1
Francisco Ave & Bloomingdale Ave,casual,428,14.238317757009348,93,1
Ogden Ave & Roosevelt Rd,casual,419,17.945107398568016,425,1
Rockwell St & Cermak Rd,member,418,11.624401913875596,124,1
Maplewood Ave & Peterson Ave,member,416,17.723557692307686,115,1
Racine Ave & 13th St,casual,415,22.886746987951806,1139,1
Kilbourn Ave & Irving Park Rd,member,414,17.772946859903385,154,1
Dorchester Ave & 49th St,casual,411,27.445255474452551,1408,1
Kedzie Ave & Lake St,casual,410,21.114634146341462,1021,1
Western Ave & 24th St,member,410,17.968292682926826,106,1
Budlong Woods Library,casual,406,18.433497536945815,652,1
Shields Ave & 28th Pl,casual,406,17.396551724137929,269,1
Long & Irving Park,casual,403,16.052109181141436,127,1
Albany Ave & Belmont Ave,member,403,13.57071960297767,54,1
State St & 95th St,member,402,11.323383084577115,507,1
W Washington Blvd & N Peoria St,casual,401,13.930174563591022,74,1
St. Louis Ave & Balmoral Ave,casual,399,29.380952380952376,524,1
Racine Ave & 35th St,casual,398,22.097989949748747,946,1
Archer (Damen) Ave & 37th St,member,396,21.270202020202021,193,1
Western Ave & Berteau Ave,casual,395,12.812658227848102,132,1
Clark St & Jarvis Ave,casual,394,13.616751269035532,205,1
State St & 95th St,casual,393,18.043256997455472,875,1
Eggleston Ave & 69th St,member,391,26.618925831202045,479,1
MLK Jr Dr & 47th St,member,388,15.881443298969073,461,1
Western Ave & Granville Ave,casual,388,23.46649484536082,250,1
Elmwood Ave & Austin St,casual,385,19.174025974025973,223,1
Western Ave & Howard St,casual,383,31.237597911227155,1021,1
N Shore Channel Trail & Argyle St,casual,383,19.563968668407313,134,1
Clark St & Touhy Ave,casual,381,15.057742782152229,226,1
Francisco Ave & Chicago Ave,casual,380,14.726315789473686,61,1
Sacramento Blvd & Addison St,member,379,10.097625329815301,65,1
Public Rack - Kostner Ave & Armitage Ave,member,379,21.044854881266495,184,1
Francisco Ave & Bloomingdale Ave,member,377,14.880636604774535,105,1
Damen Ave & Coulter St,member,376,14.457446808510639,95,1
Kildare Ave & Montrose Ave,casual,375,32.28,995,1
MTV Hubbard St,casual,373,12.557640750670243,79,1
Bernard St & Elston Ave,casual,373,19.024128686327078,363,1
California Ave & 23rd Pl,member,372,17.0483870967742,68,1
Narragansett & Wrightwood,casual,370,13.064864864864864,77,1
Cottage Grove Ave & 63rd St,casual,370,22.737837837837837,425,1
Valli Produce - Evanston Plaza,member,360,16.294444444444441,178,2
Valli Produce - Evanston Plaza,casual,359,22.841225626740947,588,1
Warren Park West,casual,358,27.614525139664806,283,1
Pulaski Rd & 51st St,casual,354,10.152542372881358,53,1
N Damen Ave & W Chicago Ave,casual,354,12.615819209039547,49,1
63rd St Beach,member,353,24.569405099150142,181,1
Harlem & Irving Park,casual,353,14.671388101983004,120,1
Ridge Blvd & Touhy Ave,casual,351,24.034188034188031,768,1
MLK Jr Dr & 47th St,casual,350,27.254285714285711,891,1
Western Ave & Gunnison St,casual,347,14.443804034582131,82,1
Pulaski Rd & Eddy St,casual,346,21.459537572254334,899,1
Washtenaw Ave & Ogden Ave,member,345,18.072463768115941,61,1
California Ave & 21st St,casual,342,26.459064327485386,1278,1
Keystone Ave & Montrose Ave,casual,341,27.375366568914956,548,1
Conservatory Dr & Lake St,casual,339,24.802359882005895,296,1
Halsted St & 37th St,member,338,14.597633136094673,442,1
Dodge Ave & Main St,member,336,13.446428571428569,111,1
Cottage Grove Ave & 47th St,casual,336,25.5922619047619,1272,1
Oakley Ave & Touhy Ave,casual,335,14.235820895522387,177,1
Kenosha & Wellington,member,334,12.194610778443113,61,1
Sayre & Diversey,casual,332,11.265060240963853,171,1
Calumet Ave & 51st St,casual,332,24.262048192771079,901,1
Long & Irving Park,member,327,15.198776758409783,479,1
State St & 29th St,casual,327,27.688073394495415,1354,1
Kostner Ave & Wrightwood Ave,member,319,13.094043887147334,99,1
Cottage Grove Ave & 43rd St,casual,315,37.771428571428579,1428,1
Campbell Ave & Irving Park Rd,member,314,11.732484076433121,193,1
Milwaukee Ave & Cuyler Ave,casual,313,18.380191693290737,221,1
Wolcott Ave & Fargo Ave,member,312,12.685897435897436,55,1
Lockwood Ave & Wrightwood Ave,member,310,16.993548387096769,108,1
May St & 69th St,member,308,19.220779220779221,172,2
California Ave & 23rd Pl,casual,308,13.136363636363638,182,1
Whipple/Irving Park,member,307,10.338762214983714,102,1
Warren Park East,casual,304,19.144736842105267,181,1
Jeffery Blvd & 71st St,member,304,20.493421052631579,129,1
Kedzie Ave & Bryn Mawr Ave,casual,298,33.808724832214764,840,1
Whipple/Irving Park,casual,296,13.949324324324325,89,1
Halsted St & 96th St,member,295,10.810169491525425,107,1
Dorchester Ave & 63rd St,casual,293,31.109215017064852,1122,1
Public Rack - Racine Ave & 109th Pl,member,293,10.351535836177476,40,1
Normal Ave & Archer Ave,casual,292,18.565068493150687,1024,1
Campbell Ave & Irving Park Rd,casual,292,13.599315068493148,72,1
Lincoln Ave & Balmoral Ave,member,289,13.159169550173011,102,1
Kilbourn Ave & Milwaukee Ave,member,288,16.697916666666664,77,1
Ridge Blvd & Howard St,casual,286,17.44055944055944,275,1
Central Park Ave & Ogden Ave,member,285,13.838596491228072,102,1
Princeton Ave & Garfield Blvd,member,284,15.126760563380284,70,1
Kedzie Ave & Chicago Ave,casual,283,24.455830388692583,215,1
Public Rack - Hamlin Ave & Fullerton Ave,member,282,11.173758865248226,472,1
Pulaski Rd & 51st St,member,281,10.91459074733096,60,1
Stony Island Ave & 71st St,member,280,13.47857142857143,205,1
Dodge Ave & Mulford St,member,279,16.641577060931894,117,1
Conservatory Dr & Lake St,member,279,19.225806451612907,171,1
Western Ave & 24th St,casual,275,17.207272727272731,145,1
Princeton Ave & 47th St,member,274,11.412408759124087,788,1
California Ave & Francis Pl (Temp),casual,273,15.802197802197801,271,1
2112 W Peterson Ave,casual,272,22.882352941176471,403,1
Dodge Ave & Mulford St,casual,268,22.126865671641788,195,1
Princeton Ave & 47th St,casual,267,15.940074906367041,707,1
Public Rack - Washtenaw Ave & Superior St,member,267,16.280898876404496,477,1
Lincoln Ave & Peterson Ave,member,262,13.1412213740458,76,1
Jeffery Blvd & 67th St,casual,261,41.471264367816083,1428,1
Ping Tom Park (East),casual,260,16.203846153846154,81,1
Albany Ave & Belmont Ave,casual,254,14.070866141732285,89,1
Wentworth Ave & 24th St (Temp),member,254,12.05511811023622,143,1
Chicago State University,member,252,11.924603174603178,97,1
Kilbourn & Roscoe,casual,251,15.0398406374502,113,1
Kilbourn Ave & Irving Park Rd,casual,250,28.004,1151,1
Public Rack - Kostner Ave & Armitage Ave,casual,248,17.45564516129032,182,1
DuSable Museum,casual,246,28.886178861788615,978,1
Jeffery Blvd & 67th St,member,243,16.193415637860085,141,1
N Clark St & W Elm St,member,242,10.900826446280991,181,1
Lincoln Ave & Balmoral Ave,casual,241,16.045643153526974,479,1
Kedzie Ave & 48th Pl,member,237,9.5527426160337559,50,1
Central Park Ave & 24th St,casual,237,12.177215189873417,217,1
Lincolnwood Dr & Central St,casual,236,28.65254237288136,329,2
Ping Tom Park (East),member,234,11.56837606837607,60,1
Austin Blvd & Madison St,member,231,22.086580086580085,91,1
Cottage Grove Ave & 67th St,member,228,16.925438596491226,138,1
Central Ave & Chicago Ave,member,227,8.3215859030837027,82,1
Archer (Damen) Ave & 37th St,casual,226,28.951327433628318,486,1
Burnham Greenway & 112th St,casual,225,48.106666666666669,1090,1
Public Rack - Hyde Park Blvd & 53rd St,member,224,25.808035714285715,479,1
Cottage Grove Ave & 83rd St,member,223,12.399103139013452,109,1
Ashland Ave & 50th St,member,222,11.779279279279276,48,1
Halsted St & 37th St,casual,221,31.049773755656105,1143,1
Eberhart Ave & 61st St,casual,221,21.642533936651581,166,1
Kilbourn Ave & Milwaukee Ave,casual,220,24.840909090909097,183,1
Sacramento Blvd & Franklin Blvd,member,220,16.118181818181817,108,1
Kedzie Ave & 21st St,casual,219,22.789954337899541,287,1
Public Rack - Pulaski Rd & Armitage Ave,member,219,14.456621004566211,95,1
Washtenaw Ave & Polk St,casual,216,16.930555555555557,174,1
Damen Ave & Coulter St,casual,215,29.260465116279072,776,1
Elizabeth St & 59th St,member,215,15.934883720930236,195,2
Stony Island Ave & 75th St,member,215,17.558139534883718,143,1
Lincoln Ave & Peterson Ave,casual,214,17.75700934579439,100,1
Wood St & 35th St,casual,212,22.70754716981132,974,1
Western Ave & 111th St,casual,212,25.188679245283019,1063,1
Kedzie Ave & 110th St,casual,211,24.876777251184834,681,1
Chicago State University,casual,211,16.48341232227488,125,1
Washtenaw Ave & Ogden Ave,casual,211,20.037914691943129,175,1
Hoyne Ave & 47th St,casual,209,11.889952153110048,245,2
Kilpatrick Ave & Parker Ave,member,209,13.483253588516746,79,1
Austin Blvd & Lake St,member,207,26.227053140096618,171,1
MLK Jr Dr & 56th St,casual,206,19.135922330097088,691,2
Austin Blvd & Lake St,casual,206,22.407766990291258,228,1
Narragansett & Irving Park,member,206,13.436893203883496,47,1
Public Rack - Washtenaw Ave & Devon Ave,member,206,14.55339805825243,147,1
Perry Ave & 69th St,casual,201,13.746268656716417,961,1
Pulaski Rd & Eddy St,member,200,19.814999999999998,215,1
California Ave & 26th St,member,200,19.680000000000003,906,1
South Shore Dr & 74th St,member,200,22.674999999999997,101,1
Lincolnwood Dr & Central St,member,199,18.075376884422113,158,1
State St & 79th St,casual,198,12.303030303030303,222,2
Michigan Ave & 71st St,member,197,8.4263959390862944,64,1
Wolcott Ave & Fargo Ave,casual,194,25.912371134020621,171,1
Public Rack - Lawndale Ave & Diversey Ave,member,193,9.50259067357513,57,1
Big Marsh Park,casual,190,64.468421052631584,1341,1
Rockwell St & Cermak Rd,casual,190,13.41578947368421,63,1
Public Rack - Champlain Ave & 65th St,member,189,10.968253968253967,81,1
Bosworth Ave & Howard St,casual,187,23.582887700534755,156,1
Ashland Ave & Pershing Rd,member,187,15.481283422459892,479,2
Kedzie Ave & 21st St,member,184,19.951086956521738,137,1
