start_station_name,member_casual,rides_total,avg_trip_duration,max_trip_duration,min_trip_duration
Public Rack - Avers Ave & Irving Park Rd,casual,64,13.0625,31,1
Public Rack - Laramine Ave & Winnemac Ave,member,64,16.515625,55,1
Long Ave & Belden Ave,member,63,20.999999999999993,59,2
Loomis Blvd & 84th St,casual,63,23.873015873015873,96,1
Artesian Ave & 55th St,member,63,16.190476190476186,230,2
Martin Luther King Dr & 111th St,casual,63,18.301587301587304,186,1
Public Rack - Midway Orange Line,member,63,10.746031746031745,39,1
Evans Ave & 75th St,casual,62,21.032258064516132,76,2
Narragansett & McLean,member,62,11.629032258064518,35,1
Exchange Ave & 79th St,member,62,23.096774193548384,80,1
Sacramento Ave & 25th St,member,62,11.14516129032258,28,1
Public Rack - Rockwell Ave & Touhy Ave ,member,62,10.774193548387094,53,2
Indiana Ave & 103rd St,casual,61,16.327868852459019,288,2
Public Rack - Lafayette Ave & 95th St,casual,61,13.918032786885245,65,3
Public Rack - Washtenaw Ave & Devon Ave,casual,61,18.9344262295082,96,2
Hale Ave & 107th St,member,60,12.233333333333334,123,2
Prospect Sq & 91st St,member,60,14.983333333333334,48,1
Cicero Ave & Flournoy St,casual,60,14.216666666666665,130,2
Rockwell St & Archer Ave,member,60,15.8,59,1
Cottage Grove Ave & 71st St,casual,60,38.300000000000011,1384,1
Public Rack - Stewart Ave & 123rd St,casual,60,18.56666666666667,44,3
Ellis Ave & 83rd St,casual,59,36.050847457627128,913,2
Ashland Ave & 63rd St,member,59,19.932203389830509,280,1
California Ave & 26th St,casual,59,46.542372881355931,1213,3
Public Rack - Avers & Lawrence,casual,59,16.999999999999996,105,1
Public Rack - Kimball Ave & Carmen Ave,member,59,20.322033898305087,129,1
Public Rack - Milwaukee Ave & Kennedy Expy,member,59,10.203389830508474,36,2
Public Rack - Menard Ave & Dakin St - midblock,casual,59,15.0,67,3
Orange & Addison,casual,58,17.086206896551722,77,1
Hamlin Ave & 62nd Pl,casual,58,14.672413793103448,150,2
Western Ave & 28th St,member,58,18.96551724137931,83,3
Artesian Ave & 55th St,casual,58,14.844827586206895,98,1
Hamlin Ave & Grand Ave,member,58,34.58620689655173,362,2
Plainfield & Irving Park,casual,58,27.413793103448281,240,2
Kildare Ave & Division St,casual,58,30.655172413793103,338,1
Seeley Ave & Garfield Blvd,casual,58,20.827586206896552,96,2
Public Rack - Loomis St & 87th St,member,58,21.362068965517246,27,1
Public Rack - Wilbur Wright College South,member,58,17.224137931034484,47,1
Pulaski Rd & Congress Pkwy,member,58,13.689655172413794,78,2
Cicero Ave & Lake St,member,57,11.807017543859647,55,2
Cicero Ave & Quincy St,casual,57,28.842105263157897,331,1
Racine Ave & Garfield Blvd,casual,57,50.368421052631575,1280,1
Public Rack - Hoyne Ave & 110th Pl,member,57,8.9298245614035086,88,1
Public Rack - Pulaski Rd & 44th St,member,57,8.49122807017544,20,1
Public Rack - Olmstead Ave & Oliphant Ave,member,57,11.982456140350878,39,1
Sayre & Diversey,member,56,28.660714285714285,64,1
Kildare Ave & 47th St,casual,56,11.749999999999998,40,3
Shields Ave & 43rd St,casual,56,17.285714285714285,94,2
Central Ave & Madison St,member,56,15.410714285714288,53,1
Ewing Ave & Burnham Greenway,casual,56,26.499999999999996,110,1
Bloomingdale Ave & Harlem Ave,casual,56,19.803571428571427,202,2
Hastings LWS,member,55,11.000000000000002,23,1
Damen Ave & 51st St,member,55,16.963636363636368,86,1
Halsted St & 78th St,member,55,22.709090909090904,89,1
Homewood Ave & 115th St,casual,55,29.54545454545455,203,1
Karlov Ave & Madison St,casual,55,44.909090909090907,819,1
Kenton Ave & Madison St,casual,55,23.127272727272729,215,2
Leamington Ave & Hirsch St,casual,55,17.872727272727275,151,1
Public Rack - Lawndale Ave & 23rd St,casual,55,11.127272727272729,84,1
Elizabeth St & 59th St,casual,54,9.3333333333333339,46,3
Lawndale Ave & 16th St,casual,54,23.759259259259263,326,1
Marshfield Ave & 59th St,casual,54,19.203703703703702,139,2
Public Rack - Lafayette Ave & 95th St,member,54,10.666666666666666,42,1
Public Rack - Lowell Ave & Elston Ave,member,54,18.666666666666668,97,2
Public Rack - Austin Ave & Wrightwood Ave,casual,54,7.5000000000000009,46,1
Damen Ave & 51st St,casual,53,31.113207547169811,219,1
Halsted St & 69th St,casual,53,17.754716981132077,298,2
Dauphin Ave & 87th St,casual,53,24.39622641509434,147,1
Houston Ave & 92nd St,casual,53,40.698113207547159,783,1
Richmond St & 59th St,casual,53,16.207547169811317,116,1
Stewart Ave & 63rd St,member,53,16.245283018867926,179,1
Torrence Ave & 126th Pl,casual,53,11.528301886792452,60,1
Lamon Ave & Chicago Ave,casual,52,25.36538461538462,128,3
Maplewood Ave & 59th St,casual,52,17.67307692307692,143,1
Kildare Ave & Chicago Ave,casual,52,21.307692307692307,82,2
Public Rack - Forest Glen & Peterson,member,52,22.88461538461538,59,2
Kilbourn & Belden,member,51,11.921568627450981,47,2
Vernon Ave & 75th St,casual,51,16.156862745098042,224,2
Karlov Ave & Madison St,member,51,18.411764705882355,236,2
Latrobe Ave & Chicago Ave,casual,51,29.333333333333332,194,2
Stony Island Ave & South Chicago Ave,member,51,16.411764705882351,79,1
Public Rack - Kilbourn Ave & Fullerton Ave,member,51,3.6274509803921569,9,2
Kildare & Cermak,casual,50,16.160000000000004,74,2
Ewing Ave & Burnham Greenway,member,50,15.719999999999999,54,1
Avenue O & 118th St,casual,49,21.183673469387752,81,1
Clyde Ave & 87th St,casual,49,23.857142857142854,200,3
MLK Jr Dr & 83rd St,casual,49,17.755102040816329,161,3
Kildare Ave & 55th St,casual,49,11.020408163265307,43,1
Loomis Blvd & 84th St,member,49,25.551020408163268,74,1
Meade Ave & Addison St,member,49,16.551020408163268,69,3
Maryland Ave & 104th St,casual,49,17.816326530612244,128,1
Pulaski Rd & Eddy St (Temp),casual,49,17.448979591836736,67,3
Public Rack - Throop St & 58th St,member,49,14.346938775510203,22,10
Public Rack - 63rd Pl & Narraganssett Ave,casual,49,17.612244897959187,107,2
Altgeld Gardens,casual,48,192.99999999999994,1338,9
Woodlawn & 103rd,casual,48,12.229166666666668,89,1
Ashland Ave & 63rd St,casual,48,25.416666666666664,269,2
Ashland Ave & 78th St,casual,48,46.645833333333321,621,5
Stony Island Ave & 82nd St,casual,48,34.375,189,1
Pulaski Rd & Eddy St (Temp),member,48,9.1666666666666661,38,2
Public Rack - Pulaski & Rosemont,member,48,15.250000000000002,62,1
Public Rack - Campbell Ave & Pratt Blvd,member,48,9.1874999999999982,25,2
Public Rack - Irving Park Rd & Leclaire Ave,member,48,14.937499999999998,46,1
Pulaski & Ann Lurie Pl,casual,48,17.479166666666668,62,3
Halsted St & 73rd St,casual,47,43.4468085106383,1237,2
Ashland Ave & 78th St,member,47,23.872340425531913,185,2
Stewart Ave & 83rd St,member,47,19.425531914893618,179,2
Central Park & Augusta Blvd,member,47,27.553191489361708,98,1
Cottage Grove Ave & 111th Pl,member,47,20.595744680851062,96,1
La Villita Park (Albany/30th),casual,47,21.191489361702128,114,1
Public Rack - Ashland Ave & 91st St,member,47,20.14893617021276,138,2
Halsted St & 96th St,casual,46,37.413043478260875,420,4
Kedzie Ave & 24th St,member,46,15.173913043478262,40,1
Kedzie Ave & 104th St,casual,46,17.086956521739129,48,2
Cicero Ave & Quincy St,member,46,12.413043478260867,85,1
Eberhart Ave & 91st St,casual,46,70.282608695652186,917,1
Jeffery Blvd & 76th St,member,46,18.586956521739133,76,2
Public Rack - Jensen Park,member,46,6.8260869565217375,36,1
Stony Island Ave & 82nd St,member,46,19.826086956521738,164,1
Public Rack - Brandon Ave & 91st St,member,46,19.34782608695652,239,1
Public Rack - Champlain Ave & 65th St,casual,46,17.3695652173913,157,1
Big Marsh Park,member,45,36.6,183,1
Oketo Ave & Addison St,casual,45,21.622222222222224,76,2
Maplewood Ave & 59th St,member,45,9.2222222222222214,35,3
North Ave & New England Ave,casual,45,23.8,132,1
Monticello Ave & Chicago Ave,casual,45,16.244444444444444,218,1
Central Park Ave & Douglas Blvd,casual,45,19.511111111111113,279,1
Public Rack - Prairie Ave & Garfield Blvd S,casual,45,15.044444444444444,87,2
Public Rack - California Ave & Touhy Ave - NW,casual,45,17.4,86,3
Halsted St & 51st St,casual,44,59.295454545454547,1412,2
Kedzie Ave & 45th St,casual,44,15.250000000000004,194,1
Lavergne & Fullerton,member,44,21.77272727272727,159,1
Komensky Ave & 55th St,member,44,10.249999999999998,37,2
Major Ave & Bloomingdale Ave,casual,44,21.181818181818187,82,1
Public Rack - Western Ave & 96th St,member,44,20.522727272727273,74,3
Public Rack - Kedzie Ave & Archer Ave,casual,44,8.5454545454545467,42,1
Damen Ave & 74th St,casual,43,30.558139534883725,227,1
Vincennes Ave & 75th St,casual,43,19.116279069767444,84,1
Stony Island Ave & South Chicago Ave,casual,43,32.674418604651159,360,1
Public Rack - Haft Ave & Milwaukee Ave,member,43,10.720930232558139,89,6
Cicero Ave & Flournoy St,member,43,16.953488372093023,88,1
Loomis St & 89th St,member,42,23.142857142857142,74,1
Tripp Ave & 31st St,casual,42,12.714285714285712,131,1
Vernon Ave & 79th St,casual,42,19.285714285714288,89,2
Yates Blvd & 93rd St,casual,42,26.047619047619047,168,2
Greenwood Ave & 91st St,member,42,24.976190476190478,80,1
Commercial Ave & 130th St,member,42,11.5,44,1
Public Rack - Kedzie Ave & Argyle St,casual,42,10.976190476190474,62,1
Public Rack - Jonathan Y Scammon Public School,casual,42,14.428571428571429,49,1
Wabash Ave & 83rd St,casual,41,14.780487804878048,92,1
Bennett Ave & 79th St,casual,41,17.804878048780488,70,1
Elizabeth St & 47th St,casual,41,31.146341463414636,190,1
Homewood Ave & 115th St,member,41,17.658536585365852,115,1
Albany Ave & Douglas Blvd,casual,41,26.024390243902438,225,1
Cottage Grove Ave & 78th St,casual,41,28.658536585365852,139,4
Public Rack - Kilpatrick & Elston,member,41,17.975609756097562,40,3
Public Rack - Nagle Ave & Belmont Ave,casual,41,14.414634146341463,56,1
Public Rack - Nashotah & Northwest Hwy,member,41,11.512195121951219,55,1
Public Rack - Sawyer Ave & Lawrence Ave,casual,41,4.4146341463414638,15,1
Public Rack - Fullerton Ave & Narragansett Ave,casual,41,11.780487804878048,38,1
Long Ave & North Ave,casual,40,23.025,207,3
Racine Ave & 61st St,casual,40,33.2,895,2
Mason Ave & Belmont Ave,member,40,15.624999999999996,40,1
Austin Blvd & Chicago Ave,member,40,18.624999999999996,130,1
Parkside Ave & Armitage Ave,casual,40,15.924999999999999,88,1
S Wentworth Ave & W 111th St,casual,40,22.599999999999998,220,2
Public Rack - Parkside & Archer,member,40,10.55,41,2
St Louis Ave & Norman Bobbins Ave,member,40,17.575,54,4
Public Rack - Calumet Ave & 51st St,member,40,9.1750000000000025,55,1
Public Rack - Western Ave & Devon Ave,casual,40,19.499999999999996,144,3
Public Rack - Melvina Ave & Belmont Ave,casual,40,10.225,47,1
Public Rack - Austin Ave & Wrightwood Ave,member,40,6.35,24,2
Summit Ave & 86th St,member,39,25.615384615384617,441,1
Homan Ave & Fillmore St,casual,39,19.53846153846154,165,1
Laramie Ave & Kinzie St,member,39,30.256410256410263,677,2
Mozart St & Jackson Blvd,casual,39,18.256410256410255,86,1
Cottage Grove Ave & 71st St,member,39,15.743589743589745,52,1
Public Rack - Halsted St & 95th St - SE,member,39,9.46153846153846,49,1
Halsted St & 104th St,casual,38,43.421052631578952,233,1
Rockwell St & 63rd St,casual,38,21.657894736842106,104,1
Oglesby Ave & 100th St,casual,38,53.736842105263158,461,2
Public Rack - Kostner Ave & Diversey Ave,casual,38,17.921052631578949,120,1
Public Rack - Milwaukee Ave & Culyer Ave,member,38,10.94736842105263,45,1
Public Rack - Washington Park Ct & 51st St,member,38,29.078947368421055,354,1
Public Rack - Prairie Ave & Garfield Blvd S,member,38,9.2894736842105274,55,2
Public Rack - California Ave & Touhy Ave - NW,member,38,12.447368421052632,27,1
Public Rack - Columbus & 79th,casual,38,13.499999999999998,94,1
Ashland Ave & 74th St,member,37,18.27027027027027,67,3
Richmond St & 59th St,member,37,23.675675675675674,53,1
Vincennes Ave & 104th St,casual,37,22.324324324324319,92,4
Augusta Blvd & Laramie Ave,casual,37,17.702702702702705,78,2
Public Rack - Sacramento Ave & Devon Ave,casual,37,25.783783783783786,85,2
Public Rack - Laramine Ave & Winnemac Ave,casual,37,19.594594594594593,57,1
Public Rack - Wilbur Wright College South,casual,37,12.27027027027027,52,1
East End Ave & 87th St,casual,37,18.432432432432432,113,1
Halsted St & 56th St,casual,36,72.8888888888889,1011,1
Buckingham - Fountain,member,36,24.194444444444443,107,3
Public Rack - 4810 Keeler Ave,member,36,23.166666666666661,144,2
Damen Ave & 59th St,member,35,23.514285714285716,65,1
Harding Ave & 26th St,casual,35,12.171428571428573,58,1
Karlov Ave & Lawrence Ave,member,35,13.942857142857143,41,1
Francisco Ave & Hollywood Ave,member,35,15.6,61,1
Public Rack - 56th St & Mulligan Ave,casual,35,13.342857142857143,66,1
Public Rack - S. New England/ W. 65th,casual,35,25.11428571428571,268,4
Public Rack - Sacramento Ave & Devon Ave,member,35,12.457142857142857,49,1
Public Rack - Christiana Ave & Archer Ave,member,35,7.9714285714285715,33,4
Public Rack - Cicero Ave & Wrightwood Ave,casual,35,15.171428571428571,80,3
Public Rack - 111th St - Morgan Park Metra,member,35,5.6857142857142859,24,1
Public Rack - California Ave & Devon Ave - NE,casual,35,19.799999999999997,86,3
Public Rack - California Ave & Devon Ave - NW,member,35,17.428571428571427,130,2
Menard Ave & North Ave,casual,35,18.6,71,1
Nordica & Medill,member,34,21.117647058823533,114,3
State St & 76th St,member,34,21.117647058823533,52,2
Calumet Ave & 71st St,casual,34,16.735294117647058,76,1
Western Ave & 104th St,member,34,10.794117647058824,44,4
Constance Ave & 95th St,member,34,22.617647058823529,71,9
Marquette Ave & 89th St,casual,34,35.029411764705884,214,2
Burnham Greenway & 105th St,member,34,17.058823529411764,83,4
Hamlin Ave & 62nd Pl,member,33,9.6060606060606055,36,2
Hegewisch Metra Station,member,33,11.151515151515152,36,3
Mayfield & Roosevelt Rd,casual,33,22.090909090909086,122,2
Menard Ave & Division St,casual,33,21.545454545454547,122,1
Monticello Ave & Chicago Ave,member,33,22.212121212121211,222,1
Public Rack - Lockwood & Archer,casual,33,12.212121212121213,46,1
Public Rack - Racine Ave & 109th Pl,casual,33,19.27272727272727,90,1
Public Rack - Cicero Ave & North Ave,member,33,9.93939393939394,71,3
Public Rack - Cicero Ave & Altgeld St,member,33,7.6060606060606064,20,1
Public Rack - Milwaukee Ave & Addison St,casual,33,11.606060606060606,32,2
Public Rack - N. Oakview and W. Gregory St,casual,33,15.393939393939398,149,1
Public Rack - Keystone Ave & Irving Park Rd,member,33,8.96969696969697,35,1
Public Rack - King Dr & 115th St,casual,33,9.6363636363636367,37,1
Public Rack - Nagel & Higgins,casual,33,11.90909090909091,39,2
Ashland Ave & 66th St,member,32,69.468749999999986,457,2
Eberhart Ave & 91st St,member,32,10.125000000000002,28,2
Elizabeth St & 92nd St,casual,32,25.65625,151,1
Central Ave & Harrison St,member,32,21.625000000000004,93,2
Whipple St & Roosevelt Rd,casual,32,38.625,161,4
Public Rack - Kimball & Ardmore,member,32,18.34375,116,1
Public Rack - Pulaski Rd & 44th St,casual,32,8.875,23,1
Public Rack - Central Ave & Pensacola Ave,member,32,13.6875,54,1
Public Rack - Milwaukee Ave & Catalpa Ave,member,32,8.90625,40,1
Public Rack - Kedzie Ave & 60th St,member,32,7.9374999999999991,12,5
Eberhart Ave & 131st St,casual,32,60.8125,698,4
Pulaski Rd & 21st St,member,32,16.40625,54,1
Public Rack - Parkside & Archer,casual,32,12.78125,57,2
Clyde Ave & 87th St,member,31,23.12903225806452,55,3
MLK Jr Dr & 83rd St,member,31,14.129032258064518,109,2
Ashland Ave & 74th St,casual,31,48.096774193548384,899,1
Elizabeth St & 47th St,member,31,21.258064516129032,77,2
Kostner Ave & Adams St,casual,31,59.580645161290334,256,1
Phillips Ave & 83rd St,casual,31,32.677419354838705,160,3
Kenneth Ave & Lawrence Ave,casual,31,21.87096774193548,157,1
Public Rack - King Dr & 115th St,member,31,14.483870967741941,279,2
Public Rack - State ST & 42nd St,member,31,18.096774193548388,51,2
Public Rack - Prairie Ave & 47th St ,casual,31,8.2258064516129021,35,3
Public Rack - Keystone Ave & North Ave,member,31,13.387096774193548,25,2
Public Rack - Laramie Ave & Belmont Ave,member,31,23.612903225806456,184,1
Public Rack - Milwaukee Ave & Culyer Ave,casual,31,12.774193548387096,70,1
Halsted St & 59th St,member,30,26.93333333333333,181,1
Summit Ave & 86th St,casual,30,116.23333333333332,1284,6
Spaulding Ave & 16th St,casual,30,35.333333333333329,155,2
Vincennes Ave & 75th St,member,30,24.866666666666667,60,5
California Ave & 36th St,member,30,11.599999999999998,49,3
Laramie Ave & Gladys Ave,casual,30,56.533333333333331,304,2
Marshfield Ave & 59th St,member,30,20.166666666666671,106,1
Racine Ave & Fullerton Ave (Temp),casual,30,10.6,16,3
Public Rack - Nashotah & Northwest Hwy,casual,30,32.566666666666663,120,1
Public Rack - Fullerton Ave & Narragansett Ave,member,30,26.266666666666666,170,2
Kedzie Ave & 52nd St,member,30,11.466666666666665,39,2
Albany Ave & 16th St,member,30,19.166666666666668,157,2
Public Rack - S Menard & W 63rd,casual,30,16.1,53,1
Damen Ave/Coulter St,casual,29,10.827586206896552,19,1
Leavitt St/North Ave,casual,29,7.13793103448276,18,1
Kostner Ave & Lake St,member,29,14.413793103448274,39,2
Campbell Ave & 51st St,member,29,19.96551724137931,101,3
Cottage Grove Ave & 78th St,member,29,15.13793103448276,130,1
Public Rack - Kimball Ave & Lawrence Ave,member,29,10.03448275862069,37,1
May St & 69th St,casual,28,53.0357142857143,1066,2
Woodlawn Ave & 75th St,member,28,10.607142857142858,64,2
Torrence Ave & 106th St,member,28,24.785714285714285,71,1
California Ave & 29th St,casual,28,19.892857142857142,72,5
Major Taylor Trail & 124th St,casual,28,59.428571428571423,190,1
Public Rack - Prairie Ave & 47th St ,member,28,10.607142857142858,84,1
Public Rack - Laramie Ave & Grand Ave,member,28,18.75,92,2
Public Rack - Forrestville Ave & 47th St,member,28,11.428571428571427,86,1
Public Rack - Pulaski Rd & Fullerton Ave,member,28,10.214285714285714,38,1
Damen Ave & 33rd St,member,28,8.5357142857142865,24,1
S Michigan Ave & E 118th St,casual,28,33.392857142857146,191,1
Damen Ave & 74th St,member,28,15.642857142857141,61,2
Calumet Park,member,27,26.592592592592588,59,2
Loomis St & 89th St,casual,27,36.888888888888886,376,4
Tripp Ave & 15th St,member,27,36.814814814814817,136,1
Halsted St & 111th St,casual,27,28.074074074074073,148,4
Michigan Ave & 114th St,casual,27,25.037037037037042,80,1
Keeler Ave & Roosevelt Rd,casual,27,34.407407407407412,476,1
Mulligan Ave & Wellington Ave,member,27,11.481481481481481,66,2
Public Rack - Leamington & Elston,casual,27,18.407407407407412,63,5
Public Rack - Kedzie Ave & 58th St,member,27,6.2592592592592586,33,2
Public Rack - Haft Ave & Milwaukee Ave,casual,27,14.0,89,1
Public Rack - Lockwood Ave & Diversey Ave,casual,27,14.333333333333334,114,1
Public Rack - Keystone Ave & Irving Park Rd,casual,27,13.000000000000002,59,1
Public Rack - Springfield Ave & Lawrence Ave,casual,27,8.4444444444444446,21,2
Woodlawn & 103rd - Olive Harvey Vaccination Site,casual,27,10.666666666666668,36,1
Stony Island Ave & 90th St,casual,27,67.222222222222229,963,2
Public Rack - Minuteman Park,casual,27,20.185185185185187,78,1
Public Rack - Elston Ave & Kenneth Ave,casual,27,14.703703703703702,64,5
Halsted St & 56th St,member,26,14.307692307692307,44,2
Indiana Ave & 133rd St,casual,26,63.15384615384616,355,9
Oglesby Ave & 100th St,member,26,20.76923076923077,46,3
Sacramento Blvd & Polk St,member,26,16.26923076923077,125,5
Kenneth Ave & Lawrence Ave,member,26,21.153846153846157,159,3
Public Rack - Neva & Foster,member,26,14.115384615384617,56,3
Public Rack - Lavergne & Lawrence,casual,26,17.730769230769234,80,1
Public Rack - Hoyne Ave & 110th Pl,casual,26,15.884615384615385,63,1
Public Rack - Cicero Ave & Roscoe St,member,26,10.73076923076923,25,2
Public Rack - Avondale Ave & Addison St,member,26,16.923076923076923,77,2
Damen Ave & 33rd St,casual,26,12.961538461538462,58,1
Public Rack - St Louis Ave & Berteau Ave,casual,26,14.153846153846155,52,1
Public Rack - Karlov Ave & Milwaukee Ave,casual,26,12.961538461538462,62,1
Olive Harvey College,casual,25,21.440000000000005,171,5
Rockwell St & 57th St,member,25,16.76,67,1
Maryland Ave & 104th St,member,25,24.68,124,1
Kilbourn Ave & Roscoe St,casual,25,9.5200000000000014,29,1
S Aberdeen St & W 106th St,casual,25,15.76,43,1
Public Rack - Western & 79th,casual,25,14.200000000000005,119,2
Public Rack - Neva Ave & Grand Ave,casual,25,25.320000000000004,87,2
Public Rack - Avondale Ave & Addison St,casual,25,16.6,115,2
Public Rack - Laramie Ave & Belmont Ave,casual,25,13.64,55,4
Public Rack - Kimball Ave & Lawrence Ave,casual,25,11.559999999999997,44,1
Public Rack - Milwaukee Ave & Kennedy Expy,casual,25,19.6,143,1
Public Rack - Martin Luther King Dr & 44th St,member,25,26.439999999999998,255,1
Sacramento Blvd & Polk St,casual,25,17.4,163,1
Public Rack - Pulaski Rd & Fullerton Ave,casual,25,7.9999999999999991,27,1
Lawndale Ave & 111th St,member,25,18.479999999999997,66,4
Public Rack - Central Ave & Pensacola Ave,casual,25,11.68,53,2
State St & 76th St,casual,24,8.7083333333333339,24,1
Ashland Ave & 66th St,casual,24,27.083333333333339,156,2
Lawndale Ave & 30th St,member,24,9.0416666666666661,33,1
Spaulding Ave & 63rd St,casual,24,18.541666666666668,46,3
South Chicago Ave & 83rd St,casual,24,103.54166666666667,1371,3
California Ave & Granville Ave,casual,24,16.541666666666668,56,2
Public Rack - Keating & Peterson,member,24,20.583333333333332,37,1
Public Rack - Rockwell & 111th St,member,24,9.4166666666666679,23,1
Public Rack - Avers Ave & Archer Ave,casual,24,16.416666666666664,102,2
Public Rack - Komensky Ave & 63rd St,casual,24,11.541666666666666,69,3
Public Rack - Cottage Grove & 86th St,member,24,3.166666666666667,14,1
Public Rack - Oketo Ave & Belmont Ave,member,24,14.166666666666666,36,5
Public Rack - Keystone Ave & North Ave,casual,24,10.791666666666668,26,2
Public Rack - Karlov Ave & Kamerling Ave,casual,24,23.416666666666668,156,1
Troy St & Jackson Blvd,casual,24,16.5,72,6
Public Rack - Hamlin Ave & Grand Ave,member,24,18.458333333333329,257,2
Public Rack - Campbell Ave & Pratt Blvd,casual,24,14.041666666666668,46,1
Springfield Ave & North Ave,member,24,14.416666666666668,36,1
Public Rack - N Narragansett Ave & Grand Ave,member,24,6.791666666666667,11,2
Public Rack - Central Ave & George St,member,24,8.7083333333333321,33,2
Steelworkers Park,member,23,18.652173913043477,81,2
Ellis Ave & 83rd St,member,23,26.652173913043477,333,2
Kedzie Ave & 66th Pl,casual,23,12.695652173913043,42,4
Halsted St & 104th St,member,23,16.521739130434778,49,1
Harding Ave & 26th St,member,23,13.130434782608695,72,2
Indiana Ave & 103rd St,member,23,12.695652173913043,67,3
Homan Ave & Fillmore St,member,23,37.04347826086957,275,1
Lavergne Ave & Fullerton Ave,casual,23,18.608695652173914,58,1
Public Rack - 61st St & Melvina Ave,casual,23,20.304347826086961,86,1
Public Rack - Tripp Ave & North Ave,casual,23,11.391304347826086,26,1
Public Rack - Cicero Ave & Roscoe St,casual,23,10.260869565217392,40,2
Public Rack - Mobile Ave & Archer Ave,casual,23,10.217391304347824,31,4
Public Rack - McCormick Blvd & Devon Ave,member,23,15.913043478260867,32,1
Public Rack - Martin Luther King Dr & 44th St,casual,23,15.434782608695651,70,2
Tripp Ave & 15th St,casual,23,24.695652173913047,75,1
Throop St & 52nd St,casual,22,37.409090909090907,105,2
Panama Ave & Grace St,casual,22,19.363636363636363,76,4
Springfield Ave & 47th St,member,22,13.09090909090909,66,3
Whipple St & Roosevelt Rd,member,22,17.681818181818183,59,4
Central Park Ave & Douglas Blvd,member,22,19.454545454545457,201,1
Public Rack - Michigan Ave & 96th St,casual,22,12.5,92,1
Public Rack - Western Ave & 110th St,member,22,6.59090909090909,17,4
Public Rack - Kildare Ave & North Ave,member,22,13.363636363636363,38,3
Public Rack - Kimball Ave & Carmen Ave,casual,22,13.40909090909091,30,2
Public Rack - Eli Whitney Public School,casual,22,8.045454545454545,23,2
Public Rack - Karlov Ave & Lawrence Ave,casual,22,11.272727272727273,35,2
Public Rack - Sawyer Ave & Lawrence Ave,member,22,7.5454545454545432,22,2
Public Rack - Irving Park Rd & Leclaire Ave,casual,22,13.590909090909092,46,3
Public Rack - N Narragansett Ave & Grand Ave,casual,22,19.40909090909091,63,1
Public Rack - Jonathan Y Scammon Public School,member,22,10.727272727272728,35,3
Public Rack - Evans Ave & 63rd St,member,22,32.181818181818194,213,1
Public Rack - Western Ave & 47th Pl,member,22,8.2272727272727266,23,1
Fullerton & Monitor,member,21,15.999999999999996,38,2
Racine Ave & 65th St,casual,21,68.238095238095227,879,2
Marquette Ave & 89th St,member,21,15.952380952380953,68,2
Albany Ave & Douglas Blvd,member,21,17.904761904761905,48,2
Public Rack - Ford City Mall,casual,21,17.714285714285715,59,2
Public Rack - Nordica & Archer,member,21,20.523809523809526,51,2
Public Rack - Bishop St & 46th St,member,21,22.095238095238091,39,4
Public Rack - Harper Ave & 63rd St,casual,21,16.666666666666668,111,3
Public Rack - Kedzie Ave & 62nd Pl,member,21,7.19047619047619,48,2
Public Rack - Norwood Park Station ,member,21,9.19047619047619,39,2
Public Rack - Austin Ave & Roscoe St,member,21,8.0476190476190474,20,2
Public Rack - Karlov Ave & Lawrence Ave,member,21,14.285714285714285,35,2
Public Rack - Lawrence Ave & Kimball Ave,member,21,15.142857142857144,112,2
Public Rack - Milwaukee Ave & Lawrence Ave,member,21,11.714285714285714,96,2
Phillips Ave & 83rd St,member,21,25.761904761904763,202,2
Public Rack - Throop St & 109th Pl,member,21,9.6190476190476186,32,1
Ada St & 113th St,casual,21,24.904761904761905,150,1
Public Rack - Monticello & Lawrence,casual,21,11.761904761904761,39,1
Avenue O & 134th St,member,20,25.55,55,6
Halsted St & 59th St,casual,20,20.150000000000002,59,4
Public Rack - Nordica & Archer,casual,20,17.65,39,1
Public Rack - Kostner & Peterson,member,20,17.75,47,3
Public Rack - State ST & 42nd St,casual,20,14.55,48,3
Public Rack - Calumet Ave & 51st St,casual,20,8.55,18,2
Public Rack - Oketo Ave & Belmont Ave,casual,20,13.6,46,4
Public Rack - Talman Ave & Pershing Rd,casual,20,8.75,42,1
Public Rack - Central Ave & Corcoran Pl,casual,20,8.8999999999999986,32,1
Public Rack - Rockwell Ave & Touhy Ave ,casual,20,13.700000000000001,64,1
Public Rack - Laramie Ave & Fullerton Ave,casual,20,11.9,25,3
Public Rack - Milwaukee Ave & Pensacola Ave,member,20,7.35,23,2
Public Rack - Springfield Ave & Lawrence Ave,member,20,18.450000000000003,81,5
Troy St & Jackson Blvd,member,20,12.549999999999999,38,1
Public Rack - Hamlin Ave & Grand Ave,casual,20,14.450000000000001,57,6
Public Rack - Laramie Ave & Warwick Ave,casual,20,12.899999999999999,52,3
Public Rack - Baltimore Ave & 133rd St,casual,20,9.15,58,2
Buckingham Fountain (Columbus/Balbo),member,20,12.95,59,1
Public Rack - Komensky Ave & 31st St,casual,20,11.6,48,1
Public Rack - Hiawatha & Mendota,casual,20,29.599999999999998,111,1
Public Rack - Melvina & Foster,casual,20,15.4,50,3
Public Rack - Christiana & Lincoln,member,20,16.250000000000004,49,3
Olive Harvey College,member,20,24.35,58,4
